2019-02-22 20:54:56,148 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/findFoots.do]}" onto public com.coco.common.ServerResponse com.coco.controller.FindFootsController.findFoots(javax.servlet.http.HttpSession)
2019-02-22 20:54:56,148 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/goodsDetails.do]}" onto public com.coco.common.ServerResponse com.coco.controller.GoodsDetailsController.getGoods(java.lang.Integer,javax.servlet.http.HttpSession)
2019-02-22 20:54:56,259 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:54:55 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:54:56,306 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:54:55 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:54:56,460 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization completed in 566 ms
2019-02-22 21:48:08,300 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization started
2019-02-22 21:48:08,355 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing Root WebApplicationContext: startup date [Fri Feb 22 21:48:08 CST 2019]; root of context hierarchy
2019-02-22 21:48:08,402 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from class path resource [ApplicationContext.xml]
2019-02-22 21:48:08,796 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 21:48:09,226 [localhost-startStop-1] INFO  [com.alibaba.druid.pool.DruidDataSource] - {dataSource-1} inited
2019-02-22 21:48:09,437 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1137 ms
